151.39,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,17.07,2,7.970000000000001,2,11.19,2,1.4249999999999998,2,13.26,2,189.32333333333332
129.1,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,17.07,2,7.970000000000001,2,11.19,2,1.4249999999999998,2,13.26,2,189.32333333333332
200.87,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,17.07,2,7.970000000000001,2,11.19,2,1.4249999999999998,2,13.26,2,189.32333333333332
164.52,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,17.07,2,7.970000000000001,2,11.19,2,1.4249999999999998,2,13.26,2,189.32333333333332
237.4,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,25.23714285714286,7,8.25,7,16.365714285714283,7,1.695714285714286,7,20.20428571428571,7,211.68566416040096
305.51,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,25.23714285714286,7,8.25,7,16.365714285714283,7,1.695714285714286,7,20.20428571428571,7,211.68566416040096
152.86,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,25.23714285714286,7,8.25,7,16.365714285714283,7,1.695714285714286,7,20.20428571428571,7,211.68566416040096
276.13,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,25.23714285714286,7,8.25,7,16.365714285714283,7,1.695714285714286,7,20.20428571428571,7,211.68566416040096
199.87,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,25.23714285714286,7,8.25,7,16.365714285714283,7,1.695714285714286,7,20.20428571428571,7,211.68566416040096
171.96,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,25.23714285714286,7,8.25,7,16.365714285714283,7,1.695714285714286,7,20.20428571428571,7,211.68566416040096
146.07,9.853333333333333,3,11.21,3,11.466666666666667,3,25.16,3,15.066666666666665,3,24.042307692307695,14,12.790000000000001,14,13.14,6,6.726666666666667,6,10.238333333333333,6,1.6766666666666667,6,31.285,6,172.65564102564105
185.85,9.853333333333333,3,11.21,3,11.466666666666667,3,25.16,3,15.066666666666665,3,24.042307692307695,14,12.790000000000001,14,13.14,6,6.726666666666667,6,10.238333333333333,6,1.6766666666666667,6,31.285,6,172.65564102564105
180.06,9.853333333333333,3,11.21,3,11.466666666666667,3,25.16,3,15.066666666666665,3,24.042307692307695,14,12.790000000000001,14,13.14,6,6.726666666666667,6,10.238333333333333,6,1.6766666666666667,6,31.285,6,172.65564102564105
168.4,9.853333333333333,3,11.21,3,11.466666666666667,3,25.16,3,15.066666666666665,3,24.042307692307695,14,12.790000000000001,14,13.14,6,6.726666666666667,6,10.238333333333333,6,1.6766666666666667,6,31.285,6,172.65564102564105
158.32,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,29.641999999999996,5,13.668000000000001,5,8.972,5,0.95,5,9.959999999999999,5,194.52460504201682
222.62,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,29.641999999999996,5,13.668000000000001,5,8.972,5,0.95,5,9.959999999999999,5,194.52460504201682
190.78,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,29.641999999999996,5,13.668000000000001,5,8.972,5,0.95,5,9.959999999999999,5,194.52460504201682
153.19,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,29.641999999999996,5,13.668000000000001,5,8.972,5,0.95,5,9.959999999999999,5,194.52460504201682
125.64,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,29.641999999999996,5,13.668000000000001,5,8.972,5,0.95,5,9.959999999999999,5,194.52460504201682
132.52,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,29.641999999999996,5,13.668000000000001,5,8.972,5,0.95,5,9.959999999999999,5,194.52460504201682
212.6,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,15.538333333333334,6,7.368333333333333,6,10.88,6,1.4816666666666667,6,24.261666666666667,6,181.86523809523808
202.14,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,15.538333333333334,6,7.368333333333333,6,10.88,6,1.4816666666666667,6,24.261666666666667,6,181.86523809523808
223.59,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,15.538333333333334,6,7.368333333333333,6,10.88,6,1.4816666666666667,6,24.261666666666667,6,181.86523809523808
216.41,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,15.538333333333334,6,7.368333333333333,6,10.88,6,1.4816666666666667,6,24.261666666666667,6,181.86523809523808
151.95,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,16.614,5,7.773999999999999,5,11.028,5,1.444,5,14.732,5,163.5670175438596
124.05,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,16.614,5,7.773999999999999,5,11.028,5,1.444,5,14.732,5,163.5670175438596
193.09,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,16.614,5,7.773999999999999,5,11.028,5,1.444,5,14.732,5,163.5670175438596
