120.73,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,30.864285714285714,21,169.27261904761906
143.37,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,30.864285714285714,21,169.27261904761906
139.7,6.703333333333333,3,9.976666666666667,3,10.743333333333334,3,25.313333333333333,3,30.343333333333334,3,52.8225,12,2.5058333333333334,12,30.864285714285714,21,169.27261904761906
155.16,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,36.37105263157895,20,176.30385964912276
273.14,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,36.37105263157895,20,176.30385964912276
229.15,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,36.37105263157895,20,176.30385964912276
102.43,17.833333333333332,6,12.844999999999999,6,13.218333333333334,6,32.235,6,23.703333333333333,6,36.14947368421052,19,3.9483333333333337,19,36.37105263157895,20,176.30385964912276
271.93,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,35.083499999999994,21,166.4161050420168
266.31,10.085714285714285,7,11.638571428571428,7,10.85,7,23.408571428571427,7,23.18857142857143,7,36.97647058823528,17,15.184705882352944,17,35.083499999999994,21,166.4161050420168
109.62,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,29.888484848484843,34,152.22372294372295
171.84,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,29.888484848484843,34,152.22372294372295
203.9,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,29.888484848484843,34,152.22372294372295
213.74,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,29.888484848484843,34,152.22372294372295
229.88,16.76,7,11.832857142857142,7,11.828571428571427,7,26.50142857142858,7,19.021428571428572,7,29.680000000000003,22,6.7109523809523814,22,29.888484848484843,34,152.22372294372295
207.95,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,31.590909090909086,22,143.56592663476872
200.73,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,31.590909090909086,22,143.56592663476872
160.21,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,31.590909090909086,22,143.56592663476872
265.28,10.098333333333334,6,11.833333333333334,6,12.073333333333332,6,23.028333333333332,6,17.815,6,32.623,20,4.503684210526316,20,31.590909090909086,22,143.56592663476872
266.68,10.087777777777779,9,11.734444444444444,9,12.442222222222222,9,26.391111111111112,9,30.574444444444445,9,45.152000000000015,26,3.2112,26,31.89074074074074,27,171.48394074074074
229.44,10.087777777777779,9,11.734444444444444,9,12.442222222222222,9,26.391111111111112,9,30.574444444444445,9,45.152000000000015,26,3.2112,26,31.89074074074074,27,171.48394074074074
110.61,7.906666666666666,3,8.156666666666668,3,8.1,3,21.389999999999997,3,14.836666666666666,3,38.282000000000004,15,3.1153333333333335,15,29.393750000000004,16,131.18108333333333
174.83,7.906666666666666,3,8.156666666666668,3,8.1,3,21.389999999999997,3,14.836666666666666,3,38.282000000000004,15,3.1153333333333335,15,29.393750000000004,16,131.18108333333333
306.6,7.906666666666666,3,8.156666666666668,3,8.1,3,21.389999999999997,3,14.836666666666666,3,38.282000000000004,15,3.1153333333333335,15,29.393750000000004,16,131.18108333333333
117.92,7.906666666666666,3,8.156666666666668,3,8.1,3,21.389999999999997,3,14.836666666666666,3,38.282000000000004,15,3.1153333333333335,15,29.393750000000004,16,131.18108333333333
229.48,7.906666666666666,3,8.156666666666668,3,8.1,3,21.389999999999997,3,14.836666666666666,3,38.282000000000004,15,3.1153333333333335,15,29.393750000000004,16,131.18108333333333
223.8,8.946666666666667,3,11.256666666666666,3,12.06,3,25.846666666666664,3,18.773333333333333,3,26.10230769230769,13,3.8324999999999996,13,33.394499999999994,20,140.212641025641
155.07,8.946666666666667,3,11.256666666666666,3,12.06,3,25.846666666666664,3,18.773333333333333,3,26.10230769230769,13,3.8324999999999996,13,33.394499999999994,20,140.212641025641
266.66,8.946666666666667,3,11.256666666666666,3,12.06,3,25.846666666666664,3,18.773333333333333,3,26.10230769230769,13,3.8324999999999996,13,33.394499999999994,20,140.212641025641
349.79,7.557499999999999,4,8.782499999999999,4,9.04,4,22.4275,4,21.98,4,27.442,10,3.344,10,59.017500000000005,24,159.591
239.13,7.557499999999999,4,8.782499999999999,4,9.04,4,22.4275,4,21.98,4,27.442,10,3.344,10,59.017500000000005,24,159.591
486.23,7.557499999999999,4,8.782499999999999,4,9.04,4,22.4275,4,21.98,4,27.442,10,3.344,10,59.017500000000005,24,159.591
183.28,7.557499999999999,4,8.782499999999999,4,9.04,4,22.4275,4,21.98,4,27.442,10,3.344,10,59.017500000000005,24,159.591
129.59,11.15,2,12.254999999999999,2,13.370000000000001,2,32.54,2,25.97,2,27.930000000000003,13,6.322500000000001,13,74.7116,25,204.2491
229.39,11.15,2,12.254999999999999,2,13.370000000000001,2,32.54,2,25.97,2,27.930000000000003,13,6.322500000000001,13,74.7116,25,204.2491
259.02,11.15,2,12.254999999999999,2,13.370000000000001,2,32.54,2,25.97,2,27.930000000000003,13,6.322500000000001,13,74.7116,25,204.2491
164.52,9.116,5,10.452,5,11.656,5,27.314,5,23.092000000000002,5,17.39117647058824,18,5.62235294117647,18,39.68571428571428,22,144.329243697479
260.25,9.116,5,10.452,5,11.656,5,27.314,5,23.092000000000002,5,17.39117647058824,18,5.62235294117647,18,39.68571428571428,22,144.329243697479
217.14,9.116,5,10.452,5,11.656,5,27.314,5,23.092000000000002,5,17.39117647058824,18,5.62235294117647,18,39.68571428571428,22,144.329243697479
284.26,9.116,5,10.452,5,11.656,5,27.314,5,23.092000000000002,5,17.39117647058824,18,5.62235294117647,18,39.68571428571428,22,144.329243697479
207.11,8.095,6,10.17,6,10.408333333333333,6,30.33,6,22.006666666666664,6,25.01,15,2.2860000000000005,15,39.94833333333333,12,148.25433333333334
188.29,8.095,6,10.17,6,10.408333333333333,6,30.33,6,22.006666666666664,6,25.01,15,2.2860000000000005,15,39.94833333333333,12,148.25433333333334
168.9,8.095,6,10.17,6,10.408333333333333,6,30.33,6,22.006666666666664,6,25.01,15,2.2860000000000005,15,39.94833333333333,12,148.25433333333334
224.73,8.095,6,10.17,6,10.408333333333333,6,30.33,6,22.006666666666664,6,25.01,15,2.2860000000000005,15,39.94833333333333,12,148.25433333333334
222.37,15.2175,4,17.745,4,12.7325,4,28.042499999999997,4,19.685,4,44.784444444444446,18,3.8183333333333334,18,53.54677419354839,31,195.57205197132618
233.54,15.2175,4,17.745,4,12.7325,4,28.042499999999997,4,19.685,4,44.784444444444446,18,3.8183333333333334,18,53.54677419354839,31,195.57205197132618
309.01,15.2175,4,17.745,4,12.7325,4,28.042499999999997,4,19.685,4,44.784444444444446,18,3.8183333333333334,18,53.54677419354839,31,195.57205197132618
196.92,15.2175,4,17.745,4,12.7325,4,28.042499999999997,4,19.685,4,44.784444444444446,18,3.8183333333333334,18,53.54677419354839,31,195.57205197132618
